ID	char	pua	romanized	symbol
SD-CACD	庋	U+106ACD	mbhā	
SD-CACE	庉	U+106ACE	mbhi	
SD-CACF	庌	U+106ACF	mbhī	
SD-CAD0	庈	U+106AD0	mbhu	
SD-CAD2	弅	U+106AD2	mbhe	
SD-CAD9	忭	U+106AD9	ṅyā	
SD-CAF0	扰	U+106AF0	ṅla	
SD-CAFC	旵	U+106AFC	ṅva	
SD-CAFD	杅	U+106AFD	ṅvā	
SD-CB49	氙	U+106B49	ṅśa	
SD-CB4A	氚	U+106B4A	ṅśā	
SD-CB55	汭	U+106B55	ṅṣa	
SD-CB56	沇	U+106B56	ṅṣā	
SD-CB61	犿	U+106B61	ṅsa	
SD-CB62	犽	U+106B62	ṅsā	
SD-CB63	狃	U+106B63	ṅsi	
SD-CB6D	町	U+106B6D	ṅha	
SD-CB6E	甹	U+106B6E	ṅhā	
SD-CB73	耴	U+106B73	ṅhe	
SD-CB79	芐	U+106B79	ṅkṣa	
SD-CB7A	芏	U+106B7A	ṅkṣā	
SD-CB7B	芅	U+106B7B	ṅkṣi	
SD-CBA7	邟	U+106BA7	kṛ	
SD-CBA9	邥	U+106BA9	gṛ	
SD-CBAA	邞	U+106BAA	ghṛ	
SD-CBAB	邧	U+106BAB	ṅṛ	
SD-CBAC	邠	U+106BAC	cṛ	
SD-CBC3	佸	U+106BC3	jṛ	
SD-CBC5	侜	U+106BC5	jṛṃ	
SD-CBC7	侞	U+106BC7	jhṛ	
SD-CBCB	佫	U+106BCB	ñṛ	
SD-CBE3	呾	U+106BE3	tṛ	
SD-CBE5	呬	U+106BE5	tṛṃ	
SD-CBEB	呠	U+106BEB	dṛ	
SD-CBEF	呤	U+106BEF	dhṛ	
SD-CBF3	坲	U+106BF3	nṛ	
SD-CBF7	坰	U+106BF7	pṛ	
SD-CC40	坨	U+106C40	bṛ	
SD-CC44	妵	U+106C44	bhṛ	
SD-CC46	姏	U+106C46	bhṛṃ	
SD-CC48	妲	U+106C48	mṛ	
SD-CC49	姌	U+106C49	mṝ	
SD-CC4C	妼	U+106C4C	yṛ	
SD-CC58	宕	U+106C58	vṛ	
SD-CC5C	岤	U+106C5C	śṛ	
SD-CC60	岨	U+106C60	ṣṛ	
SD-CC62	岟	U+106C62	ṣṛṃ	
SD-CC64	岭	U+106C64	sṛ	
SD-CC65	岢	U+106C65	sṝ	
SD-CC68	岝	U+106C68	hṛ	
SD-CC6A	岶	U+106C6A	hṛṃ	
SD-CC70	弨	U+106C70	ska	
SD-CC71	弢	U+106C71	skā	
SD-CC76	彾	U+106C76	ske	
SD-CC7C	怙	U+106C7C	skha	
SD-CCAA	怐	U+106CAA	dga	
SD-CCAB	怮	U+106CAB	dgā	
SD-CCAC	怓	U+106CAC	dgi	
SD-CCAD	怑	U+106CAD	dgī	
SD-CCB0	怜	U+106CB0	dge	
SD-CCB6	抾	U+106CB6	dgha	
SD-CCB7	抪	U+106CB7	dghā	
SD-CCC2	斨	U+106CC2	ṅktra	
SD-CCCE	旽	U+106CCE	vca	
SD-CCDA	枆	U+106CDA	vcha	
SD-CCF2	泙	U+106CF2	vjha	
SD-CCFE	泲	U+106CFE	jña	
SD-CD4B	沰	U+106D4B	ṣṭa	
SD-CD4C	泹	U+106D4C	ṣṭā	
SD-CD4D	泏	U+106D4D	ṣṭi	
SD-CD4E	泩	U+106D4E	ṣṭī	
SD-CD4F	泑	U+106D4F	ṣṭu	
SD-CD51	炘	U+106D51	ṣṭe	
SD-CD52	炅	U+106D52	ṣṭai	
SD-CD53	炓	U+106D53	ṣṭo	
SD-CD55	炄	U+106D55	ṣṭaṃ	
SD-CD57	炖	U+106D57	ṣṭha	
SD-CD5D	狋	U+106D5D	ṣṭhe	
SD-CD5E	狘	U+106D5E	ṣṭhai	
SD-CD5F	狉	U+106D5F	ṣṭho	
SD-CD62	狔	U+106D62	ṣṭhaḥ	
SD-CD63	狚	U+106D63	dḍa	
SD-CD6F	瓨	U+106D6F	dḍha	
SD-CD7B	矼	U+106D7B	ṣṇa	
SD-CD7C	矹	U+106D7C	ṣṇā	
SD-CD7D	矻	U+106D7D	ṣṇi	
SD-CD7E	矺	U+106D7E	ṣṇī	
SD-CDA1	矷	U+106DA1	ṣṇu	
SD-CDA7	竻	U+106DA7	ṣṇaṃ	
SD-CDA9	糽	U+106DA9	sta	
SD-CDAA	耵	U+106DAA	stā	
SD-CDAB	肏	U+106DAB	sti	
SD-CDAC	肮	U+106DAC	stī	
SD-CDAD	肣	U+106DAD	stu	
SD-CDAF	肵	U+106DAF	ste	
SD-CDB1	舠	U+106DB1	sto	
SD-CDB3	苀	U+106DB3	staṃ	
SD-CDB5	芚	U+106DB5	stha	
SD-CDB6	芘	U+106DB6	sthā	
SD-CDB7	芛	U+106DB7	sthi	
SD-CDBD	芺	U+106DBD	stho	
SD-CDC0	芡	U+106DC0	sthaḥ	
SD-CDC1	芩	U+106DC1	vda	
SD-CDCD	迋	U+106DCD	vdha	
SD-CDD9	阽	U+106DD9	rtsna	
SD-CDE5	俜	U+106DE5	spa	
SD-CDF1	剉	U+106DF1	spha	
SD-CDF2	勀	U+106DF2	sphā	
SD-CDF3	勂	U+106DF3	sphi	
SD-CDF5	卼	U+106DF5	sphu	
SD-CDF6	厗	U+106DF6	sphū	
SD-CDF7	厖	U+106DF7	sphe	
SD-CDF9	厘	U+106DF9	spho	
SD-CDFD	咥	U+106DFD	dba	
SD-CE4A	咼	U+106E4A	dbha	
SD-CE4E	哞	U+106E4E	dbhu	
SD-CE4F	咰	U+106E4F	dbhū	
SD-CE50	垵	U+106E50	dbhe	
SD-CE56	垝	U+106E56	rkṣma	
SD-CE62	姡	U+106E62	rkṣvya	
SD-CE6E	姷	U+106E6E	rkṣvrya	
SD-CE7A	峘	U+106E7A	lta	
SD-CEA8	峔	U+106EA8	tkva	
SD-CEC0	怹	U+106EC0	ṭṣa	
SD-CECC	恟	U+106ECC	sha	
SD-CED8	挎	U+106ED8	vkṣa	
SD-CEE4	挕	U+106EE4	pta	
SD-CEE5	拻	U+106EE5	ptā	
SD-CEE6	拰	U+106EE6	pti	
SD-CEEA	斿	U+106EEA	pte	
SD-CEEC	昡	U+106EEC	pto	
SD-CEEE	昵	U+106EEE	ptaṃ	
SD-CEEF	昜	U+106EEF	ptaḥ	
SD-CEF0	昦	U+106EF0	ṭka	
SD-CEF1	昢	U+106EF1	ṭkā	
SD-CEFC	柲	U+106EFC	dsva	
SD-CF49	柟	U+106F49	ṭṣchra	
SD-CF55	柰	U+106F55	tta	
SD-CF56	枲	U+106F56	ttā	
SD-CF57	柼	U+106F57	tti	
SD-CF58	柆	U+106F58	ttī	
SD-CF5A	柌	U+106F5A	ttū	
SD-CF5B	枮	U+106F5B	tte	
SD-CF5C	柦	U+106F5C	ttai	
SD-CF5D	柛	U+106F5D	tto	
SD-CF5F	柉	U+106F5F	ttaṃ	
SD-CF6D	洨	U+106F6D	ṭṭa	
SD-CF6E	洴	U+106F6E	ṭṭā	
SD-CF6F	洭	U+106F6F	ṭṭi	
SD-CF70	洟	U+106F70	ṭṭī	
SD-CF73	洒	U+106F73	ṭṭe	
SD-CF79	洺	U+106F79	ṇṇa	
SD-CF7A	洚	U+106F7A	ṇṇā	
SD-CFA7	洇	U+106FA7	nna	
SD-CFA8	洠	U+106FA8	nnā	
SD-CFA9	洬	U+106FA9	nni	
SD-CFAD	洐	U+106FAD	nne	
SD-CFB2	炰	U+106FB2	nnaḥ	
SD-CFB3	炡	U+106FB3	mṅka	
SD-CFBF	狤	U+106FBF	bhrūṃ	
SD-CFC1	狫	U+106FC1	hūṃ	
SD-CFC2	狟	U+106FC2		
SD-CFC3	狪	U+106FC3		
SD-CFC4	狦	U+106FC4	śṛī	
SD-CFC5	狣	U+106FC5	a	
SD-CFC6	玅	U+106FC6	ā	
SD-CFC7	珌	U+106FC7	i	
SD-CFC8	珂	U+106FC8	ī	
SD-CFC9	珈	U+106FC9	u	
SD-CFCA	珅	U+106FCA	ū	
SD-CFCB	玹	U+106FCB	ṛ	
SD-CFCC	玶	U+106FCC	ṝ	
SD-CFCD	玵	U+106FCD	ḷ	
SD-CFCE	玴	U+106FCE	ḹ	
SD-CFCF	珫	U+106FCF	e	
SD-CFD0	玿	U+106FD0	ai	
SD-CFD1	珇	U+106FD1	o	
SD-CFD2	玾	U+106FD2	au	
SD-CFD3	珃	U+106FD3	aṃ	
SD-CFD4	珆	U+106FD4	aḥ	
SD-D0DF	冔	U+1070DF	ta	
SD-D0F3	唒	U+1070F3	a	
SD-D140	唊	U+107140	o	
SD-D141	哻	U+107141	au	
SD-D167	宭	U+107167	a	
SD-D1B8	捃	U+1071B8	sa	
SD-D1DB	桉	U+1071DB	ta	
SD-D1F0	栮	U+1071F0	ā	
SD-D1F3	栥	U+1071F3	u	
SD-D1F4	栠	U+1071F4	ū	
SD-D5B4	桭	U+1075B4		
SD-D5B5	桮	U+1075B5		
SD-D5F1	淥	U+1075F1	ā	
SD-D5F4	淛	U+1075F4	i	
SD-D5F5	淴	U+1075F5	i	
SD-D5F8	淭	U+1075F8	i	
SD-D5FA	涺	U+1075FA	ī	
SD-D5FC	淂	U+1075FC	ī	
SD-D64E	烰	U+10764E	o	
SD-D650	烳	U+107650	au	
SD-D657	烸	U+107657	ṅa	
SD-D663	猑	U+107663	ḍha	
SD-D667	狿	U+107667	ṇa	
SD-D676	琌	U+107676	ī	
SD-D7C4	袎	U+1077C4		
SD-D7FE	釪	U+1077FE		
SD-D8D7	尌	U+1078D7	a	
SD-D950	愋	U+107950		
SD-D953	掱	U+107953		…
SD-D957	揨	U+107957		
SD-D959	揃	U+107959		
SD-D95B	揳	U+10795B		
SD-D9C6	棐	U+1079C6		
SD-D9D9	棇	U+1079D9		
SD-D9F8	湋	U+1079F8	bhyaḥ	
SD-D9F9	湀	U+1079F9	ddha	
SD-D9FA	湑	U+1079FA	ddhā	
SD-D9FB	渻	U+1079FB	ddhi	
SD-D9FC	渃	U+1079FC	ddhe	
SD-D9FD	渮	U+1079FD	jña	
SD-D9FE	湞	U+1079FE	jva	
SD-DA40	湨	U+107A40	ksaṃ	
SD-DA42	湡	U+107A42	oṃ	
SD-DA43	渱	U+107A43	mya	
SD-DA44	渨	U+107A44	pra	
SD-DA46	湱	U+107A46	rva	
SD-DA47	湫	U+107A47	rya	
SD-DA48	渹	U+107A48	ryā	
SD-DA49	渢	U+107A49	svā	
SD-DA4A	渰	U+107A4A	dya	
SD-DA4B	湓	U+107A4B	tna	
SD-DA4C	湥	U+107A4C	tra	
SD-DA4D	渧	U+107A4D	tte	
SD-DA4F	湤	U+107A4F	śva	
SD-DA50	湷	U+107A50	ṭṭe	
SD-DA53	湒	U+107A53	k	
SD-DA71	猱	U+107A71	āḥ	
SD-DA73	猧	U+107A73	trāḥ	
SD-DA74	猲	U+107A74	hūṃ	
SD-DA75	猭	U+107A75	hrīḥ	
SD-DA76	猦	U+107A76	jra	
SD-DA77	猣	U+107A77	rma	
SD-DA78	猵	U+107A78	mṛ	
SD-DA79	猌	U+107A79	ccha	
SD-DA7A	琮	U+107A7A	cchā	
SD-DA7B	琬	U+107A7B	cchi	
SD-DAA1	琚	U+107AA1	cche	
SD-DAA3	琭	U+107AA3	ccho	
SD-DAA5	琤	U+107AA5	cchaṃ	
SD-DAA6	琣	U+107AA6	cchaḥ	
SD-DAA9	琠	U+107AA9	krā	
SD-DAAA	琲	U+107AAA	nta	
SD-DAAC	甯	U+107AAC	nte	
SD-DAAD	畯	U+107AAD	ddhaṃ	
SD-DAAE	畬	U+107AAE	dbha	
SD-DAAF	痧	U+107AAF	dma	
SD-DAB0	痚	U+107AB0	dra	
SD-DAB1	痡	U+107AB1	rtta	
SD-E040	觡	U+108040	nāṃ	
SD-E041	觠	U+108041	stvaṃ	
SD-E042	觢	U+108042	pū	
SD-E043	觜	U+108043	mu	
SD-E044	触	U+108044	ṇya	
SD-E045	詶	U+108045	hāṃ	
SD-E046	誆	U+108046	ṭ	
SD-E047	詿	U+108047	ndho	
SD-E048	詡	U+108048	mrya	
SD-E049	訿	U+108049	tvo	
SD-E04A	詷	U+10804A	jvā	
SD-E04B	誂	U+10804B	ndra	
SD-E04C	誄	U+10804C	tkā	
SD-E04D	詵	U+10804D	kti	
SD-E04E	誃	U+10804E	tuṃ	
SD-E04F	誁	U+10804F	ddheḥ	
SD-E050	詴	U+108050	hrīṃ	
SD-E051	詺	U+108051	ṇiṃ	
SD-E052	谼	U+108052	hṇa	
SD-E053	豋	U+108053	trīṃ	
SD-E054	豊	U+108054	dhriṃ	
SD-E055	豥	U+108055	criṃ	
SD-E056	豤	U+108056	liḥ	
SD-E057	豦	U+108057	tiṃ	
SD-E058	貆	U+108058	traṭ	
SD-E059	貄	U+108059	ddhya	
SD-E05A	貅	U+10805A	saṃ	
SD-E05B	賌	U+10805B	tāḥ	
SD-E05C	赨	U+10805C	ddhāḥ	
SD-E05D	赩	U+10805D	māṃ	
SD-E05E	趑	U+10805E	tnāṃ	
SD-E05F	趌	U+10805F	hoḥ	
SD-E060	趎	U+108060	huṃ	
SD-E061	趏	U+108061	kki	
SD-E062	趍	U+108062	ndro	
SD-E063	趓	U+108063	bhiṃ	
SD-E064	趔	U+108064	ṣiṃ	
SD-E065	趐	U+108065	ṭuṃ	
SD-E066	趒	U+108066	bhyāṃ	
SD-E067	跰	U+108067	cca	
SD-E068	跠	U+108068	stu	
SD-E069	跬	U+108069	yāṃ	
SD-E06A	跱	U+10806A	rāḥ	
SD-E06B	跮	U+10806B	vāḥ	
SD-E06C	跐	U+10806C	grya	
SD-E06D	跩	U+10806D	ṣṛe	
SD-E06F	跢	U+10806F	dbhu	
SD-E070	跧	U+108070	ṇaṃ	
SD-E071	跲	U+108071	kṣṇa	
SD-E072	跫	U+108072	gāṃ	
SD-E073	跴	U+108073	jṇa	
SD-E074	輆	U+108074	oṃ	
SD-E075	軿	U+108075	kṣṇa	
SD-E076	輁	U+108076	traṭ	
SD-E077	輀	U+108077	gī	
SD-E078	輅	U+108078	gīḥ	
SD-E079	輇	U+108079	dīḥ	
SD-E07A	輈	U+10807A	jrāṃ	
SD-E07B	輂	U+10807B	śīḥ	
SD-E07C	輋	U+10807C	ri	
SD-E07D	遒	U+10807D	khkhe	
SD-E07E	逿	U+10807E	bhiḥ	
SD-E0A1	遄	U+1080A1	yaiḥ	
SD-E0A2	遉	U+1080A2	nū	
SD-E0A3	逽	U+1080A3	jñe	
SD-E0A4	鄐	U+1080A4	jñā	
SD-E0A7	鄑	U+1080A7	ddhiṃ	
SD-E0A8	鄖	U+1080A8	muḥ	
SD-E0A9	鄔	U+1080A9	tāṃ	
SD-E0AA	鄋	U+1080AA	hu	
SD-E0AB	鄎	U+1080AB	śva	
SD-E0AC	酮	U+1080AC	viḥ	
SD-E0AD	酯	U+1080AD	suḥ	
SD-E0AF	鉒	U+1080AF	hye	
SD-E0B0	鈰	U+1080B0	ddhāṃ	
SD-E0B1	鈺	U+1080B1	suṃ	
SD-E0B3	鈳	U+1080B3	ntāṃ	
SD-E0B4	鉥	U+1080B4	kṛṭ	
SD-E0B5	鉞	U+1080B5	āṃ	
SD-E0B6	銃	U+1080B6	liṃ	
SD-E0B7	鈮	U+1080B7	trāṃ	
SD-E0B8	鉊	U+1080B8	piṃ	
SD-E0B9	鉆	U+1080B9	splī	
SD-E0BA	鉭	U+1080BA	cuṃ	
SD-E0BB	鉬	U+1080BB	bhriṃ	
SD-E0BC	鉏	U+1080BC	su	
SD-E0BD	鉠	U+1080BD	śca	
SD-E0BE	鉧	U+1080BE	kāṃ	
SD-E0BF	鉯	U+1080BF	loṃ	
SD-E0C0	鈶	U+1080C0	nuṃ	
SD-E0C1	鉡	U+1080C1	dhu	
SD-E0C2	鉰	U+1080C2	ḍo	
SD-E0C3	鈱	U+1080C3	hya	
SD-E0C4	鉔	U+1080C4	ṇāṃ	
SD-E0C5	鉣	U+1080C5	lāṃ	
SD-E0C6	鉐	U+1080C6	ghṛ	
SD-E0C7	鉲	U+1080C7	ṣṇī	
SD-E0C8	鉎	U+1080C8	gṛ	
SD-E0C9	鉓	U+1080C9	bhuḥ	
SD-E0CA	鉌	U+1080CA	kpra	
SD-E0CB	鉖	U+1080CB	hma	
SD-E0CC	鈲	U+1080CC	kto	
SD-E0CD	閟	U+1080CD	śma	
SD-E0CE	閜	U+1080CE	skṛ	
SD-E0CF	閞	U+1080CF	ṇīṃ	
SD-E0D0	閛	U+1080D0	viṃ	
SD-E0D1	隒	U+1080D1	rāṃ	
SD-E0D2	隓	U+1080D2	ṇṭhna	
SD-E0D3	隑	U+1080D3	ṭīṃ	
SD-E0D4	隗	U+1080D4	kmāṃ	
SD-E0D5	雎	U+1080D5	lāḥ	
SD-E0D6	雺	U+1080D6	riḥ	
SD-E0D7	雽	U+1080D7	liṃ	
SD-E0D8	雸	U+1080D8	nāḥ	
SD-E0D9	雵	U+1080D9	ṇḍī	
SD-E0DA	靳	U+1080DA	kṣāṃ	
SD-E0DB	靷	U+1080DB	hiṃ	
SD-E0DD	靲	U+1080DD	bheṃ	
SD-E0DE	頏	U+1080DE	lko	
SD-E0DF	頍	U+1080DF	jjā	
SD-E0E0	頎	U+1080E0	dyāṃ	
SD-E0E1	颬	U+1080E1	śra	
SD-E0E2	飶	U+1080E2	teḥ	
SD-E0E3	飹	U+1080E3	ghiṃ	
SD-E0E4	馯	U+1080E4	dyuṃ	
SD-E0E5	馲	U+1080E5	skṛ	
SD-E0E6	馰	U+1080E6	ndrā	
SD-E0E7	馵	U+1080E7	ṣṇe	
SD-E0E8	骭	U+1080E8	llu	
SD-E0E9	骫	U+1080E9	dhdha	
SD-E0EA	魛	U+1080EA	rtti	
SD-E0EB	鳪	U+1080EB	ści	
SD-E0EC	鳭	U+1080EC	sīṃ	
SD-E0ED	鳧	U+1080ED	ntya	
SD-E0EE	麀	U+1080EE	kuṃ	
SD-E0EF	黽	U+1080EF	bhrūṃ	
SD-E0F0	僦	U+1080F0	ṣṭri	
SD-E0F1	僔	U+1080F1	ksa	
SD-E0F2	僗	U+1080F2	ju	
SD-E0F3	僨	U+1080F3	sū	
SD-E0F4	僳	U+1080F4	ṭpa	
SD-E0F5	僛	U+1080F5	ntra	
SD-E0F6	僪	U+1080F6	ṅpā	
SD-E0F7	僝	U+1080F7	yuḥ	
SD-E0F9	僓	U+1080F9		
SD-E0FA	僬	U+1080FA	stvaṃ	
SD-E0FB	僰	U+1080FB	ṣpuṃ	
SD-E0FC	僯	U+1080FC	puṃ	
SD-E0FD	僣	U+1080FD	māṃ	
SD-E140	凘	U+108140	sṛo	
SD-E141	劀	U+108141	dthā	
SD-E142	劁	U+108142	kta	
SD-E143	勩	U+108143	siṃ	
SD-E144	勫	U+108144	ttre	
SD-E145	匰	U+108145	yya	
SD-E146	厬	U+108146	ttrā	
SD-E147	嘧	U+108147	tnu	
SD-E148	嘕	U+108148	ntu	
SD-E149	嘌	U+108149	jja	
SD-E14B	嗼	U+10814B	jji	
SD-E14D	嘜	U+10814D		
SD-E14E	嘁	U+10814E	kke	
SD-E14F	嘓	U+10814F	lka	
SD-E150	嘂	U+108150	ṣṭu	
SD-E151	嗺	U+108151	tiḥ	
SD-E152	嘝	U+108152		
SD-E153	嘄	U+108153	kṣī	
SD-E154	嗿	U+108154	tkiṃ	
SD-E155	嗹	U+108155	kpra	
SD-E156	墉	U+108156	yyo	
SD-E157	塼	U+108157	ṅheṃ	
SD-E158	墐	U+108158	jeṃ	
SD-E159	墘	U+108159	tyoṃ	
SD-E15B	墁	U+10815B	hhūṃ	
SD-E15C	塿	U+10815C	rtte	
SD-E15D	塴	U+10815D	k	
SD-E15E	墋	U+10815E	luṃ	
SD-E15F	塺	U+10815F	cchya	
SD-E160	墇	U+108160	syiṃ	
SD-E161	墑	U+108161	ha	
SD-E162	墎	U+108162	ṅkha	
SD-E163	塶	U+108163	dhva	
SD-E164	墂	U+108164	khdi	
SD-E165	墈	U+108165	dhṛe	
SD-E166	塻	U+108166	ckiṃ	
SD-E167	墔	U+108167		
SD-E168	墏	U+108168	sū	
SD-E169	壾	U+108169	scha	
SD-E16A	奫	U+10816A	cchra	
SD-E16B	嫜	U+10816B	ccya	
SD-E16E	嫕	U+10816E	śāṃ	
SD-E16F	嫪	U+10816F	kte	
SD-E170	嫚	U+108170	ṣṭro	
SD-E171	嫭	U+108171	rṇḍa	
SD-E172	嫫	U+108172	ktre	
SD-E173	嫳	U+108173	tpaṃ	
SD-E174	嫢	U+108174	tkṛ	
SD-E176	嫛	U+108176	ṇṇaḥ	
SD-E177	嫬	U+108177	dhā	
SD-E178	嫞	U+108178	tpṛ	
SD-E179	嫝	U+108179	trhyīṃ	
SD-E17A	嫙	U+10817A	aḥ	
SD-E17B	嫨	U+10817B	nṭha	
SD-E17C	嫟	U+10817C	hūṃ	
SD-E17D	孷	U+10817D	pṭa	
SD-E17E	寠	U+10817E	stryi	
SD-E1A1	寣	U+1081A1	kiṃ	
SD-E1A2	屣	U+1081A2	hmmāṃ	
SD-E1A3	嶂	U+1081A3	tka	
SD-E1A4	嶀	U+1081A4	strya	
SD-E1A5	嵽	U+1081A5	bhūḥ	
SD-E1A6	嶆	U+1081A6	ndrā	
SD-E1A7	嵺	U+1081A7	dhpi	
SD-E1A8	嶁	U+1081A8	llā	
SD-E1A9	嵷	U+1081A9	nīḥ	
SD-E1AA	嶊	U+1081AA	rcci	
SD-E1AB	嶉	U+1081AB	sphu	
SD-E1AC	嶈	U+1081AC	ko	
SD-E1AD	嵾	U+1081AD	huṃ	
SD-E1AE	嵼	U+1081AE	dhvaṃ	
SD-E1AF	嶍	U+1081AF	vaṃ	
SD-E1B0	嵹	U+1081B0	aṃ	
SD-E1B1	嵿	U+1081B1	hū	
SD-E1B2	幘	U+1081B2	jjaḥ	
SD-E1B3	幙	U+1081B3	kṣma	
SD-E1B4	幓	U+1081B4	dhū	
SD-E1B5	廘	U+1081B5	ṣpa	
SD-E1B6	廑	U+1081B6	ṣpe	
SD-E1B7	廗	U+1081B7	jriṃ	
SD-E1B8	廎	U+1081B8	nṭa	
SD-E1B9	廜	U+1081B9	khaṃ	
SD-E1BA	廕	U+1081BA	rmma	
SD-E1BB	廙	U+1081BB	haṃ	
SD-E1BC	廒	U+1081BC	kaṃ	
SD-E1BD	廔	U+1081BD	traṃ	
SD-E1BE	彄	U+1081BE	maṃ	
SD-E1BF	彃	U+1081BF	muṃ	
SD-E1C0	彯	U+1081C0	paṃ	
SD-E1C1	徶	U+1081C1	praṃ	
SD-E1C2	愬	U+1081C2	lūṃ	
SD-E1C3	愨	U+1081C3	bhrūṃ	
SD-E1C4	慁	U+1081C4	nvu	
SD-E1C5	慞	U+1081C5	trāṃ	
SD-E1C6	慱	U+1081C6	moṃ	
SD-E1C7	慳	U+1081C7	pri	
SD-E1C9	慓	U+1081C9	ndre	
SD-E1CA	慲	U+1081CA	ndrai	
SD-E1CB	慬	U+1081CB	teṃḥ	
SD-E1CC	憀	U+1081CC	śa	
SD-E1CD	慴	U+1081CD	jñāṃ	
SD-E1CE	慔	U+1081CE	śo	
SD-E1CF	慺	U+1081CF	hyā	
SD-E1D0	慛	U+1081D0	tsa	
SD-E1D1	慥	U+1081D1	ysa	
SD-E1D2	愻	U+1081D2	ṣṭra	
SD-E1D3	慪	U+1081D3	cu	
SD-E1D4	慡	U+1081D4	ntyā	
SD-E1D5	慖	U+1081D5	dhīḥ	
SD-E1D6	戩	U+1081D6	śri	
SD-E1D7	戧	U+1081D7	hāṃ	
SD-E1D8	戫	U+1081D8	ṣṭāṃ	
SD-E1D9	搫	U+1081D9	rīṃ	
SD-E1DA	摍	U+1081DA	du	
SD-E1DB	摛	U+1081DB	nīṃ	
SD-E1DC	摝	U+1081DC	ntu	
SD-E1DD	摴	U+1081DD	tī	
SD-E1DE	摶	U+1081DE	ccā	
SD-E1DF	摲	U+1081DF	bhṛṃ	
SD-E1E0	摳	U+1081E0	nmāṃ	
SD-E1E1	摽	U+1081E1	ṣṇa	
SD-E1E2	摵	U+1081E2	trya	
SD-E1E3	摦	U+1081E3	ddhyaṃ	
SD-E1E4	撦	U+1081E4	dāṃ	
SD-E1E5	摎	U+1081E5	ggā	
SD-E1E6	撂	U+1081E6	ktra	
SD-E1E7	摞	U+1081E7	ghu	
SD-E1E8	摜	U+1081E8	rkka	
SD-E1E9	摋	U+1081E9	thu	
SD-E1EA	摓	U+1081EA	tma	
SD-E1EB	摠	U+1081EB	jī	
SD-E1EC	摐	U+1081EC	rttā	
SD-E1ED	摿	U+1081ED	ṣu	
SD-E1EF	摬	U+1081EF	yuṃ	
SD-E1F0	摫	U+1081F0	mū	
SD-E1F1	摙	U+1081F1	ṇā	
SD-E1F2	摥	U+1081F2	ī	
SD-E1F3	摷	U+1081F3	ttra	
SD-E1F4	敳	U+1081F4	nvya	
SD-E1F5	斠	U+1081F5	khu	
SD-E1F6	暡	U+1081F6	jje	
SD-E1F7	暠	U+1081F7	buḥ	
SD-E1F8	暟	U+1081F8	ṣṭre	
SD-E1F9	朅	U+1081F9	śū	
